,,,,SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
L,BigRiver,B,12,5,12:20:44,9/26/24,Manual gsw+F,LI-COR Default,,005,,,0.147329,0.890356,0.126412,1.378545,1.67419,1.490579,2.75237,1.07818,14.74627,16.562733,27.229145,0.441786,7.5,PSF-00232_20240926122044_915,0,0,0,114.321472,446.956512,0.744222,0.5,0.8,7.429201,1,62.31,55.47,22.21,22.6,22.6,101.08,33,-12.9,139.1,25,3.972,12:18:01,9/26/24,-0.65,1,0.003,0.002,0.007,-1.1,-0.907,-2.267,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,446.956512,25,2.060421,448.807251,449.908905,-1.101654,2.491214,2.510427,0.771834,0.579468,0.304963,0.004824,0.209933,0.127876,114.321472,0.000646,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926122044_915,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,B,12,6,12:21:12,9/26/24,Manual gsw+F,LI-COR Default,,006,,,0.130942,0.890036,0.114149,1.274758,1.673966,1.504113,2.77793,1.103964,14.880312,16.560678,27.482283,0.441786,7.5,PSF-00232_20240926122112_d2c,0,0,0,128.680939,467.197906,0.724569,0.5,0.8,34.911518,1,61.79,55.52,22.34,22.75,22.75,101.08,33,-12.9,139.2,120,3.968,12:18:01,9/26/24,-0.65,1,0,0.002,-0.001,1.813,3.179,-0.679,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,467.197906,25,1.280508,468.069794,469.032745,-0.962952,2.491248,2.509669,0.771762,0.57942,0.303331,0.005022,0.212259,0.207492,128.680939,0.000646,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926122112_d2c,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,B,12,7,12:23:07,9/26/24,Manual gsw+F,LI-COR Default,,007,,,0.055936,0.847454,0.052472,1.058562,1.682597,1.533839,3.667848,1.985252,15.174015,16.645653,36.285423,0.441786,7.5,PSF-00232_20240926122307_afc,0,0,0,100.069283,119.405182,0.161935,0.5,0.8,126.615051,1,60.23,54.9,22.85,27.42,27.42,101.08,31.2,-12.6,140.2,1955,3.968,12:18:01,9/26/24,-0.65,1,-0.001,0,0.001,-0.065,-0.219,0.05,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,117.053391,25,-1.61061,117.179634,117.097321,0.082314,2.490237,2.507331,0.762278,0.580044,0.297228,0.053804,0.221258,1.736661,100.069283,0.000607,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926122307_afc,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,B,12,8,12:23:29,9/26/24,Manual gsw+F,LI-COR Default,,008,,,0.064439,0.843104,0.059864,1.199846,1.725103,1.555624,3.696718,1.971615,15.389916,17.066586,36.57193,0.441786,7.5,PSF-00232_20240926122329_6da,0,0,0,88.821175,104.948227,0.153667,0.5,0.8,121.681564,1,61.25,55.24,22.98,27.55,27.55,101.08,31.1,-12.8,141.2,1980,3.967,12:18:01,9/26/24,-0.65,1,0,0,0,-0.188,-0.431,-1,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,102.642059,25,-1.632375,102.439644,102.609184,-0.16954,2.490673,2.50874,0.761318,0.579644,0.295651,0.053862,0.22302,1.757433,88.821175,0.000615,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926122329_6da,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,B,12,9,12:23:58,9/26/24,Manual gsw+F,LI-COR Default,,009,,,0.033437,0.829604,0.032142,0.759756,1.670378,1.561118,3.992579,2.322202,15.445446,16.526447,39.501938,0.441786,7.5,PSF-00232_20240926122358_fc4,0,0,0,90.571404,98.711655,0.082465,0.5,0.8,64.361137,1,58.62,54.78,23.17,28.87,28.87,101.07,30.5,-12.7,141.5,1951,3.966,12:18:01,9/26/24,-0.65,1,-0.001,0,-0.001,-0.214,-0.126,-0.195,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,98.576546,25,-0.066202,99.080086,98.616791,0.463295,2.489986,2.504978,0.758348,0.579864,0.293369,0.067693,0.225443,1.733701,90.571404,0.000625,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926122358_fc4,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,B,12,1,12:30:09,9/26/24,Manual gsw+F,LI-COR Default,,001,,,0.056182,0.791881,0.05246,0.706905,1.706589,1.599728,3.036622,1.330033,15.827212,16.884466,30.043402,0.441786,7.5,PSF-00232_20240926123009_012,0,0,0,170.458679,509.783325,0.665625,0.5,0.8,0.195171,1,56.49,52.95,24.15,24.23,24.23,101.07,29,-12.6,143.5,1,3.963,12:29:35,9/26/24,-0.43,1,-0.003,-0.002,-0.003,-0.041,-0.094,0.121,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,508.203156,25,-1.32041,506.647095,507.891296,-1.244202,2.487134,2.501393,0.750129,0.579918,0.282187,0.001079,0.176899,0.107682,170.458679,0.000637,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926123009_012,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,B,12,2,12:31:14,9/26/24,Manual gsw+F,LI-COR Default,,002,,,0.007788,0.776742,0.007711,0.130624,1.640589,1.620417,3.310567,1.669979,16.034328,16.233927,32.758678,0.441786,7.5,PSF-00232_20240926123114_5d9,0,0,0,21.704435,67.001015,0.676058,0.5,0.8,10.569064,1,53.39,52.73,24.43,25.68,25.68,101.06,28.4,-12.2,143,39,3.961,12:29:35,9/26/24,-0.43,1,-0.001,-0.002,-0.002,-0.066,0.029,-0.495,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,59.855461,25,-4.783313,59.383751,60.146961,-0.76321,2.486755,2.496924,0.746864,0.580602,0.279022,0.014623,0.183714,0.139654,21.704435,0.000637,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926123114_5d9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,B,12,3,12:32:11,9/26/24,Manual gsw+F,LI-COR Default,,003,,,-0.00722,0.771962,-0.007288,-0.122006,1.614993,1.633965,3.266106,1.651112,16.167311,15.979591,32.316563,0.441786,7.5,PSF-00232_20240926123211_385,0,0,0,98.774673,283.677948,0.651807,0.5,0.8,3.276696,1,51.84,52.45,24.66,25.45,25.45,101.07,28.3,-13,145.9,13,3.961,12:29:35,9/26/24,-0.43,1,-0.001,-0.002,-0.003,0.327,0.798,1.473,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,280.997162,25,-1.773848,281.569,281.1362,0.4328,2.486291,2.494653,0.745836,0.579355,0.276472,0.009265,0.18883,0.117548,98.294739,0.000646,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926123211_385,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,1,13:21:46,9/26/24,Manual gsw+F,LI-COR Default,,001,,,-0.04755,0.698794,-0.051022,-1.012494,1.611091,1.786217,3.564898,1.953807,17.677488,15.944328,35.280388,0.441786,7.5,PSF-00232_20240926132146_b87,0,0,0,99.315765,491.582916,0.797967,0.5,0.8,5.516536,1,42.9,47.57,27.82,26.93,26.93,101.04,25.4,-6.2,124.3,17,3.965,13:21:21,9/26/24,-0.29,1,-0.001,-0.001,-0.001,-0.019,0.071,0.201,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,478.495728,25,-9.485915,477.819458,477.990479,-0.171021,2.478566,2.480818,0.730334,0.591002,0.243796,-0.010749,0.150486,0.121479,99.315765,0.000656,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926132146_b87,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,2,13:22:09,9/26/24,Manual gsw+F,LI-COR Default,,002,,,-0.069983,0.712502,-0.077605,-1.505261,1.577422,1.832531,3.488247,1.910825,18.135387,15.610741,34.520954,0.441786,7.5,PSF-00232_20240926132209_5e7,0,0,0,98.659874,484.785126,0.796487,0.5,0.8,6.119546,1,41.93,48.71,27.85,26.56,26.56,101.05,25.9,-11.6,144.6,19,3.962,13:21:21,9/26/24,-0.29,1,0,0,0,0.033,0.082,0.286,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,472.138885,25,-8.803945,472.057709,472.169861,-0.112152,2.480181,2.479386,0.733207,0.581741,0.243477,-0.015486,0.15297,0.123084,98.659874,0.000659,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926132209_5e7,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,3,13:22:36,9/26/24,Manual gsw+F,LI-COR Default,,003,,,-0.073288,0.70128,-0.081841,-1.596684,1.595634,1.870797,3.517058,1.921424,18.514999,15.791752,34.807796,0.441786,7.5,PSF-00232_20240926132236_038,0,0,0,110.540985,523.64502,0.788901,0.5,0.8,5.358151,1,42.35,49.66,27.88,26.7,26.7,101.04,25.5,-11.8,146.4,17,3.961,13:21:21,9/26/24,-0.29,1,-0.001,0,0.001,0.341,0.63,1.299,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,506.851318,25,-12.620076,502.010101,505.561584,-3.551483,2.481526,2.480005,0.730854,0.581273,0.243258,-0.014118,0.155683,0.121227,110.540985,0.000659,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926132236_038,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,4,13:23:01,9/26/24,Manual gsw+F,LI-COR Default,,004,,,-0.083602,0.730787,-0.094402,-1.712716,1.607375,1.889805,3.395315,1.787941,18.701778,15.906805,33.600513,0.441786,7.5,PSF-00232_20240926132301_106,0,0,0,83.841202,447.873962,0.812802,0.5,0.8,7.247963,1,42.63,50.12,27.89,26.11,26.11,101.05,26.6,-11.9,144.8,22,3.96,13:21:21,9/26/24,-0.29,1,-0.002,-0.001,-0.001,0.278,0.566,1.301,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,417.227997,25,-21.627161,408.869141,416.884216,-8.015076,2.482177,2.480403,0.737061,0.581098,0.243118,-0.021285,0.157986,0.125656,83.841202,0.000665,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926132301_106,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,5,13:23:18,9/26/24,Manual gsw+F,LI-COR Default,,005,,,-0.08713,0.731548,-0.09891,-1.831066,1.589214,1.890876,3.413549,1.824335,18.712603,15.727276,33.78138,0.441786,7.5,PSF-00232_20240926132318_51a,0,0,0,75.885773,419.036499,0.818904,0.5,0.8,7.465239,1,42.15,50.15,27.89,26.2,26.2,101.05,26.7,-12.6,147.3,23,3.959,13:21:21,9/26/24,-0.29,1,0.003,0.002,0.001,0.136,0.182,0.481,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,387.844574,25,-21.881086,379.617676,387.682892,-8.065216,2.482217,2.479701,0.737222,0.579929,0.243117,-0.020228,0.159638,0.126071,75.885773,0.000649,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926132318_51a,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,6,13:23:42,9/26/24,Manual gsw+F,LI-COR Default,,006,,,-0.08212,0.750956,-0.092203,-1.662955,1.628683,1.894954,3.405699,1.777016,18.753662,16.118475,33.704941,0.441786,7.5,PSF-00232_20240926132342_71c,0,0,0,85.12294,438.928101,0.806066,0.5,0.8,9.904121,1,43.17,50.23,27.9,26.16,26.16,101.04,27.4,-12.3,144.9,31,3.958,13:21:21,9/26/24,-0.29,1,0,0,0.003,0.161,0.44,1.077,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,408.462891,25,-21.627161,400.011414,407.938354,-7.926941,2.482333,2.481192,0.741343,0.580477,0.243035,-0.020785,0.161714,0.132679,85.12294,0.000647,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926132342_71c,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,7,13:24:32,9/26/24,Manual gsw+F,LI-COR Default,,007,,,-0.080164,0.756738,-0.089663,-1.7225,1.622928,1.896494,3.514768,1.89184,18.768574,16.061243,34.78376,0.441786,7.5,PSF-00232_20240926132432_261,0,0,0,111.079933,513.823425,0.783817,0.5,0.8,6.980083,1,43.01,50.25,27.9,26.69,26.69,101.05,27.7,-12.4,144.7,22,3.957,13:21:21,9/26/24,-0.29,1,0,0,0,0.49,0.97,2.01,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,488.462097,25,-18.62359,480.648651,487.137512,-6.488861,2.482363,2.480946,0.742576,0.580381,0.242975,-0.014599,0.165871,0.125631,110.605713,0.000654,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926132432_261,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,8,13:24:52,9/26/24,Manual gsw+F,LI-COR Default,,008,,,-0.08332,0.76599,-0.09349,-1.723523,1.627233,1.897409,3.443387,1.816154,18.777029,16.103321,34.076237,0.441786,7.5,PSF-00232_20240926132452_9a9,0,0,0,104.795692,469.529938,0.776807,0.5,0.8,6.543104,1,43.13,50.29,27.9,26.34,26.34,101.05,28,-12.5,144.5,21,3.956,13:21:21,9/26/24,-0.29,1,0,0,0.001,0.22,0.331,0.79,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,452.64209,25,-12.152128,447.589874,452.117035,-4.527161,2.482409,2.481122,0.744555,0.580182,0.243,-0.018651,0.16754,0.124626,104.795692,0.000659,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926132452_9a9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,BigRiver,A,13,9,13:25:23,9/26/24,Manual gsw+F,LI-COR Default,,009,,,-0.076033,0.771815,-0.084341,-1.610838,1.648422,1.898841,3.528989,1.880567,18.790636,16.312531,34.922337,0.441786,7.5,PSF-00232_20240926132523_9ea,0,0,0,89.422699,452.028198,0.802175,0.5,0.8,5.98609,1,43.7,50.34,27.9,26.76,26.76,101.05,28.2,-12.4,144,19,3.955,13:21:21,9/26/24,-0.29,1,0,0.001,-0.001,0.05,0.141,0.182,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,437.681091,25,-10.222298,434.202423,437.380585,-3.178162,2.482491,2.481964,0.745805,0.58025,0.243063,-0.013684,0.169939,0.122624,89.422699,0.000635,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926132523_9ea,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,A,13,1,13:43:26,9/26/24,Manual gsw+F,LI-COR Default,,001,,,0.00162,0.75772,0.001617,0.029187,1.738549,1.733926,3.514901,1.776352,17.16308,17.208839,34.79187,0.441786,7.5,PSF-00232_20240926134326_775,0,0,0,138.576508,578.352295,0.760394,0.5,0.8,0.10566,1,48.49,48.36,27.03,26.69,26.69,101.03,27.7,-12.6,145.4,0,3.956,13:43:02,9/26/24,0.07,1,0.001,0.001,0.006,1.083,2.087,4.052,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,526.387817,25,-36.88443,509.091125,525.500244,-16.409119,2.479884,2.488557,0.742786,0.580022,0.251548,-0.004171,0.16786,0.107361,138.576508,0.000636,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926134326_775,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,A,13,2,13:44:13,9/26/24,Manual gsw+F,LI-COR Default,,002,,,-0.040977,0.739353,-0.043382,-0.83228,1.661293,1.796724,3.549402,1.888109,17.785646,16.445028,35.135292,0.441786,7.5,PSF-00232_20240926134413_b0e,0,0,0,127.537605,488.205841,0.738763,0.5,0.8,0.527066,1,46.36,50.14,27.02,26.86,26.86,101.02,27,-12.4,145.8,2,3.953,13:43:02,9/26/24,0.07,1,-0.002,-0.002,-0.004,0.673,1.384,3.014,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,440.960541,25,-33.14085,424.94989,440.718018,-15.768127,2.482415,2.485493,0.738876,0.580388,0.251639,-0.002106,0.172967,0.108558,127.537605,0.00065,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926134413_b0e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,BigRiver,A,13,3,13:45:08,9/26/24,Manual gsw+F,LI-COR Default,,003,,,-0.035163,0.740228,-0.036917,-0.698005,1.694547,1.807948,3.555006,1.860459,17.896572,16.77404,35.190411,0.441786,7.5,PSF-00232_20240926134508_ba3,0,0,0,134.420868,524.041748,0.743492,0.5,0.8,2.205785,1,47.24,50.4,27.04,26.88,26.88,101.02,27,-11.8,143.7,7,3.952,13:43:02,9/26/24,0.07,1,0,0.001,0.006,1.097,2.149,4.487,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,482.364532,25,-29.716488,467.855927,481.460724,-13.604797,2.482786,2.486762,0.739062,0.581349,0.251475,-0.001984,0.178244,0.113254,134.420868,0.000653,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240926134508_ba3,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z