"STATION","NAME","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-07","72",",,U","91","H,,U","56","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-08","71",",,U","91","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-09","67",",,U","84","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-10","68",",,U","86","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-11","71",",,U","91","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-12","76",",,U","97","H,,U","57","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-13","77",",,U","101","H,,U","58","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-14","75",",,U","95","H,,U","62","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-15","78",",,U","104","H,,U","61","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-16","80",",,U","104","H,,U","61","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-17","77",",,U","96","H,,U","60","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-18","68",",,U","89","H,,U","55","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-19","69",",,U","93","H,,U","55","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-20","66",",,U","76","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-21","68",",,U","74","H,,U","60","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-22","68",",,U","84","H,,U","59","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-23","74",",,U","94","H,,U","57","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-24","75",",,U","94","H,,U","59","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-25","65",",,U","82","H,,U","55","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-26","64",",,U","85","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-27","64",",,U","85","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-28","65",",,U","86","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-29","65",",,U","82","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-30","68",",,U","88","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-08-31","65",",,U","82","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-01","63",",,U","73","H,,U","58","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-02","65",",,U","71","H,,U","60","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-03","64",",,U","76","H,,U","56","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-04","64",",,U","81","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-05","68",",,U","89","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-06","65",",,U","85","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-07","65",",,U","85","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-08","66",",,U","87","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-09","64",",,U","88","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-10","63",",,U","84","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-11","64",",,U","83","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-12","66",",,U","83","H,,U","55","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-13","70",",,U","93","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-14","70",",,U","93","H,,U","56","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-15","65",",,U","87","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-16","62",",,U","81","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-17","64",",,U","78","H,,U","57","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-18","63",",,U","80","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-19","65",",,U","83","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-20","61",",,U","79","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-21","61",",,U","79","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-22","61",",,U","82","H,,U","44","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-23","58",",,U","75","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-24","60",",,U","73","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-25","62",",,U","69","H,,U","58","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-26","62",",,U","75","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-27","58",",,U","74","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-28","57",",,U","73","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-29","58",",,U","69","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-09-30","58",",,U","65","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-01","58",",,U","75","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-02","61",",,U","79","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-03","64",",,U","81","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-04","71",",,U","92","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-05","73",",,U","95","H,,U","56","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-06","73",",,U","95","H,,U","56","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-07","70",",,U","94","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-08","67",",,U","91","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-09","59",",,U","65","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-10","57",",,U","62","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-11","57",",,U","67","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-12","59",",,U","81","H,,U","44","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-13","57",",,U","71","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-14","61",",,U","70","H,,U","55","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-15","64",",,U","82","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-16","61",",,U","72","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-17","64",",,U","79","H,,U","56","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-18","69",",,U","90","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-19","72",",,U","98","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-20","66",",,U","85","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-21","59",",,U","67","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-22","59",",,U","66","H,,U","55","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-23","60",",,U","71","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-24","57",",,U","75","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-25","49",",,U","55","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-26","47",",,U","64","H,,U","38","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-27","46",",,U","63","H,,U","32","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-28","50",",,U","71","H,,U","36","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-29","54",",,U","78","H,,U","37","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-30","55",",,U","78","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-10-31","56",",,U","78","H,,U","41","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-01","58",",,U","78","H,,U","44","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-02","58",",,U","71","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-03","63",",,U","79","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-04","62",",,U","79","H,,U","55","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-05","61",",,U","68","H,,U","57","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-06","56",",,U","65","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-07","51",",,U","61","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-08","51",",,U","68","H,,U","42","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-09","49",",,U","64","H,,U","37","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-10","53",",,U","63","H,,U","44","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-11","53",",,U","66","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-12","54",",,U","73","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-13","55",",,U","68","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-14","55",",,U","60","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-15","56",",,U","63","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-16","58",",,U","67","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-17","58",",,U","71","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-18","55",",,U","60","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-19","47",",,U","58","H,,U","41","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-20","50",",,U","71","H,,U","36","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-21","52",",,U","72","H,,U","42","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-22","49",",,U","61","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-23","49",",,U","65","H,,U","38","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-24","45",",,U","65","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-25","44",",,U","65","H,,U","32","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-26","44",",,U","66","H,,U","30","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-27","46",",,U","66","H,,U","32","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-28","50",",,U","63","H,,U","37","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-29","52",",,U","63","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-11-30","46",",,U","57","H,,U","41","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-01","48",",,U","53","H,,U","42","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-02","53",",,U","58","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-03","54",",,U","59","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-04","56",",,U","67","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-05","56",",,U","70","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-06","53",",,U","56","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-07","47",",,U","55","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-08","43",",,U","54","H,,U","36","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-09","43",",,U","60","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-10","43",",,U","60","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-11","49",",,U","64","H,,U","37","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-12","51",",,U","61","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-13","48",",,U","65","H,,U","38","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-14","48",",,U","60","H,,U","39","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-15","53",",,U","65","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-16","56",",,U","73","H,,U","44","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-17","52",",,U","54","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-18","54",",,U","60","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-19","56",",,U","59","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-20","53",",,U","60","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-21","54",",,U","71","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-22","49",",,U","60","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-23","46",",,U","62","H,,U","37","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-24","44",",,U","54","H,,U","36","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-25","48",",,U","59","H,,U","41","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-26","50",",,U","58","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-27","53",",,U","55","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-28","57",",,U","59","H,,U","54","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-29","55",",,U","58","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2023-12-30","52",",,U","59","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-01","47",",,U","62","H,,U","38","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-02","47",",,U","52","H,,U","41","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-03","47",",,U","53","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-04","48",",,U","57","H,,U","41","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-05","49",",,U","60","H,,U","41","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-06","41",",,U","51","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-07","38",",,U","51","H,,U","28","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-08","43",",,U","52","H,,U","33","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-09","47",",,U","53","H,,U","41","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-10","45",",,U","51","H,,U","37","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-11","39",",,U","51","H,,U","30","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-12","44",",,U","51","H,,U","36","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-13","51",",,U","56","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-14","51",",,U","56","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-15","51",",,U","62","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-16","49",",,U","54","H,,U","44","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-17","51",",,U","60","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-18","52",",,U","60","H,,U","44","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-19","53",",,U","56","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-20","52",",,U","54","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-21","53",",,U","55","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-22","55",",,U","61","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-23","53",",,U","59","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-24","52",",,U","57","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-25","52",",,U","62","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-26","55",",,U","59","H,,U","51","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-27","58",",,U","69","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-28","62",",,U","77","H,,U","52","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-29","62",",,U","74","H,,U","56","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-30","59",",,U","68","H,,U","53","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-01-31","53",",,U","57","H,,U","49","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-01","49",",,U","52","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-02","46",",,U","54","H,,U","39","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-03","45",",,U","55","H,,U","37","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-04","47",",,U","55","H,,U","42","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-05","49",",,U","54","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-06","46",",,U","54","H,,U","39","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-07","42",",,U","46","H,,U","38","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-08","43",",,U","54","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-09","44",",,U","55","H,,U","35","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-10","47",",,U","61","H,,U","35","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-11","50",",,U","61","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-12","50",",,U","62","H,,U","42","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-13","51",",,U","60","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-14","50",",,U","53","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-15","51",",,U","59","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-16","53",",,U","60","H,,U","47","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-17","51",",,U","54","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-18","51",",,U","59","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-19","53",",,U","59","H,,U","50","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-20","50",",,U","54","H,,U","45","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-21","49",",,U","56","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-22","50",",,U","61","H,,U","42","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-23","49",",,U","66","H,,U","37","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-24","54",",,U","75","H,,U","40","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-25","53",",,U","69","H,,U","43","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-26","48",",,U","55","H,,U","41","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-27","45",",,U","60","H,,U","33","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-28","49",",,U","69","H,,U","35","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-02-29","48",",,U","54","H,,U","44","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-03-01","46",",,U","50","H,,U","41","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-03-02","40",",,U","46","H,,U","37","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-03-03","42",",,U","49","H,,U","36","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-03-04","44",",,U","50","H,,U","36","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-03-05","51",",,U","54","H,,U","48","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-03-06","50",",,U","57","H,,U","46","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-03-07","47",",,U","57","H,,U","39","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-03-08","49",",,U","67","H,,U","34","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-03-09","49",",,U","57","H,,U","41","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-03-10","46",",,U","54","H,,U","38","H,,U"
"USR0000CBOO","BOONVILLE CALIFORNIA, CA US","2024-03-11","45",",,U","55","H,,U","34","H,,U"
